name,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,cityofpractice,probonoserviceprovided,clientdemographics,total_score
Priyansh Wason,11,"Constitutional Law, Civil Law, and Constitutional Law",5,High Court,434.0059239,58.91467227,"Gujarati, Assamese and Tamil",Hyderabad,no,Large Corporations,19
Jivika Aurora,4,"Medical Law, Real Estate Law, and Constitutional Law",1,High Court,438.5711527,92.31047763,"Malayalam, Punjabi and Punjabi",Chennai,yes,Small Businesses,7
Ranbir Banerjee,15,"Labor Law, Medical Law, and Environmental Law",5,Specialized Court,397.6351663,88.75953382,"Assamese, Malayalam and Punjabi",Kolkata,no,Individuals,23.5
Mehul Edwin,6,"Civil Law, Corporate Law, and Consumer Protection Law",2,District Court,125.975123,107.0428706,"Hindi, Tamil and Marathi",Mumbai,yes,Large Corporations,8.5
Jayant Kala,22,"Corporate Law, Labor Law, and Criminal Law",2,Supreme Court,419.8106567,95.3858264,"Marathi, Bengali and Assamese",Chennai,no,Individuals,22
Lagan Saini,17,"Labor Law, Media and Entertainment Law, and Tax Law",1,Supreme Court,396.1627517,110.0134379,"Punjabi, Bengali and Malayalam",Hyderabad,yes,Small Businesses,18
Yasmin Bandi,24,"Corporate Law, Environmental Law, and Family Law",2.858744395,Supreme Court,318.5253455,89.76723953,"Malayalam, Gujarati and Kannada",Mumbai,no,Small Businesses,24
Mishti Baral,6,"Immigration Law, Constitutional Law, and Media and Entertainment Law",2,Specialized Court,201.7409158,107.072255,"Urdu, Gujarati and Tamil",Chennai,yes,Large Corporations,13.5
Ela Chaudhry,19,"Labor Law, Criminal Law, and Constitutional Law",4,Supreme Court,168.1288719,82.06625431,"Urdu, Urdu and Gujarati",Kolkata,no,Small Businesses,24
Ryan Arora,25,"Consumer Protection Law, Civil Law, and Criminal Law",3,District Court,104.8501454,101.6639409,"Punjabi, Hindi and Telugu",Kolkata,no,Individuals,18.5
Aaryahi Sarin,2,"Banking and Finance Law, Labor Law, and Medical Law",3,High Court,279.3906801,68.11862411,"Urdu, Assamese and Kannada",Mumbai,yes,Individuals,11
Misha Bera,15,"Banking and Finance Law, Constitutional Law, and Consumer Protection Law",2,Specialized Court,313.367394,93.52702949,"Tamil, Assamese and Kannada",Bangalore,no,Individuals,17.5
Sana Thaker,11,"Corporate Law, Constitutional Law, and Constitutional Law",5,High Court,211.7025457,60.22968088,"Telugu, Telugu and Telugu",Kolkata,yes,Large Corporations,19
Lakshay Shroff,8,"Civil Law, Human Rights Law, and Constitutional Law",2,Supreme Court,263.9115805,85.99293771,"Bengali, Odia and Odia",Bangalore,yes,Individuals,16
Hazel Vala,26,"Media and Entertainment Law, Intellectual Property Law, and Media and Entertainment Law",5,Supreme Court,213.5815058,96.60530991,"Telugu, Punjabi and Kannada",Chennai,no,Small Businesses,30
Dishani Kalita,19,"Media and Entertainment Law, Environmental Law, and Family Law",4,Supreme Court,338.4527258,82.18547173,"Odia, Hindi and Hindi",Bangalore,yes,Large Corporations,24
Akarsh Bal,13,"Consumer Protection Law, Real Estate Law, and Real Estate Law",2.967963387,District Court,455.5666435,90.24561363,"Telugu, Bengali and Kannada",Mumbai,yes,Individuals,12.5
Urvi Boase,12,"Criminal Law, Constitutional Law, and Intellectual Property Law",2,District Court,123.7641179,102.691777,"Telugu, Kannada and Assamese",Delhi,yes,Individuals,10.5
Hridaan Sur,5,"Real Estate Law, Corporate Law, and Consumer Protection Law",4,Specialized Court,221.6339645,88.44805815,"Hindi, Gujarati and Malayalam",Delhi,no,Small Businesses,17.5
Taran Kaul,6,"Real Estate Law, Human Rights Law, and Environmental Law",1,High Court,113.3908718,82.65644029,"Bengali, Odia and Marathi",Mumbai,yes,Small Businesses,9
Sana Varughese,26,"Civil Law, Labor Law, and Labor Law",3,Supreme Court,331.2246967,90.62843882,"Malayalam, Punjabi and Urdu",Delhi,yes,Large Corporations,26
Adira Bumb,22,"Constitutional Law, Human Rights Law, and Medical Law",2,Supreme Court,377.9917293,129.5500371,"Assamese, Assamese and Punjabi",Mumbai,yes,Individuals,22
Rhea Shroff,4,"Criminal Law, Family Law, and Media and Entertainment Law",2,Supreme Court,469.3607297,107.3025427,"Telugu, Assamese and Odia",Kolkata,yes,Individuals,14
Dishani Khanna,19,"Immigration Law, Family Law, and Constitutional Law",2,Supreme Court,175.4923668,107.438605,"Bengali, Marathi and Tamil",Bangalore,no,Small Businesses,20
Renee Gole,20,"Civil Law, Consumer Protection Law, and Consumer Protection Law",4,District Court,477.5950426,96.53319478,"Kannada, Marathi and Gujarati",Delhi,yes,Large Corporations,18.5
Siya Issac,1,"Consumer Protection Law, Human Rights Law, and Medical Law",1,High Court,78.46820232,92.49727909,"Urdu, Gujarati and Hindi",Kolkata,yes,Small Businesses,7
Rohan Rana,20,"Real Estate Law, Medical Law, and Constitutional Law",3.085416667,High Court,321.3562385,91.07675778,"Gujarati, Hindi and Odia",Delhi,no,Small Businesses,21
Dishani Jhaveri,17,"Human Rights Law, Consumer Protection Law, and Civil Law",1,Specialized Court,75.7097237,79.8152948,"Hindi, Punjabi and Urdu",Chennai,no,Large Corporations,15.5
Saksham Balan,12,"Real Estate Law, Civil Law, and Banking and Finance Law",4,District Court,452.1983845,82.7913838,"Urdu, Assamese and Malayalam",Mumbai,no,Individuals,14.5
Jayant Soman,15,"Real Estate Law, Consumer Protection Law, and Human Rights Law",2,Supreme Court,288.4140757,61.87661904,"Bengali, Odia and Marathi",Mumbai,no,Individuals,20
Fateh Kohli,1,"Consumer Protection Law, Tax Law, and Labor Law",3,High Court,351.2067578,72.63876315,"Urdu, Bengali and Urdu",Kolkata,no,Individuals,11
Onkar Bhattacharyya,26,"Intellectual Property Law, Real Estate Law, and Medical Law",2,High Court,424.2082667,60.28745294,"Telugu, Hindi and Tamil",Chennai,no,Large Corporations,19
Keya Dhawan,14,"Civil Law, Tax Law, and Family Law",5,District Court,117.6397801,89.42514246,"Gujarati, Gujarati and Telugu",Bangalore,yes,Large Corporations,16.5
Kismat Banerjee,6,"Family Law, Constitutional Law, and Corporate Law",3,Specialized Court,67.36620287,102.2814896,"Telugu, Urdu and Gujarati",Chennai,yes,Large Corporations,15.5
Farhan Ramanathan,5,"Medical Law, Labor Law, and Tax Law",2,Specialized Court,445.4965157,106.6016178,"Odia, Assamese and Telugu",Chennai,no,Large Corporations,13.5
Pranay Tak,11,"Immigration Law, Civil Law, and Constitutional Law",3,Supreme Court,191.7199524,96.22176693,"Telugu, Telugu and Bengali",Hyderabad,yes,Large Corporations,20
Chirag Kapadia,4,"Real Estate Law, Immigration Law, and Banking and Finance Law",3.004576659,Specialized Court,108.0405086,89.33090202,"Gujarati, Hindi and Marathi",Bangalore,no,Small Businesses,15.5
Prisha Sibal,13,"Medical Law, Constitutional Law, and Intellectual Property Law",4,High Court,260.8075567,61.01902262,"Assamese, Assamese and Gujarati",Bangalore,yes,Individuals,17
Dhruv Mani,11,"Banking and Finance Law, Media and Entertainment Law, and Tax Law",2,Specialized Court,319.2377341,63.64696951,"Marathi, Tamil and Tamil",Chennai,no,Large Corporations,15.5
Baiju Golla,3,"Media and Entertainment Law, Real Estate Law, and Labor Law",5,Supreme Court,63.93677154,70.96526134,"Kannada, Punjabi and Odia",Delhi,no,Individuals,20
Riya Loyal,1,"Human Rights Law, Family Law, and Tax Law",1,High Court,173.7030462,76.66710453,"Bengali, Marathi and Punjabi",Hyderabad,yes,Large Corporations,7
Myra Sankaran,6,"Corporate Law, Environmental Law, and Real Estate Law",2,Specialized Court,64.75994342,87.60377253,"Kannada, Tamil and Gujarati",Delhi,no,Individuals,13.5
Dhruv Raman,18,"Civil Law, Medical Law, and Media and Entertainment Law",1,Specialized Court,239.1509251,74.78753673,"Odia, Hindi and Assamese",Chennai,yes,Small Businesses,15.5
Tarini Balay,24,"Environmental Law, Media and Entertainment Law, and Constitutional Law",5,District Court,452.7950131,95.08463841,"Kannada, Hindi and Odia",Delhi,no,Individuals,20.5
Aarush Kakar,10,"Consumer Protection Law, Consumer Protection Law, and Tax Law",2,Supreme Court,492.1935852,86.51589746,"Urdu, Tamil and Odia",Bangalore,no,Individuals,18
Rati Bhakta,5,"Intellectual Property Law, Intellectual Property Law, and Corporate Law",5,Specialized Court,336.6713991,90.15818568,"Punjabi, Urdu and Assamese",Bangalore,yes,Large Corporations,19.5
Kashvi Bali,23,"Banking and Finance Law, Labor Law, and Corporate Law",2.967963387,District Court,122.7369622,90.24561363,"Hindi, Tamil and Bengali",Delhi,no,Individuals,16.5
Prisha Thaman,10,"Civil Law, Criminal Law, and Constitutional Law",5,High Court,457.6322255,72.29652399,"Gujarati, Bengali and Hindi",Bangalore,yes,Small Businesses,19
Kaira Madan,12,"Immigration Law, Environmental Law, and Immigration Law",3,District Court,282.3115204,96.28056867,"Hindi, Odia and Malayalam",Mumbai,yes,Small Businesses,12.5
Damini Raju,2,"Human Rights Law, Tax Law, and Corporate Law",2,District Court,119.1871904,89.79040157,"Gujarati, Tamil and Marathi",Bangalore,yes,Small Businesses,6.5
Jhanvi Bava,13,"Intellectual Property Law, Consumer Protection Law, and Tax Law",3,Specialized Court,464.7770013,84.99770579,"Bengali, Malayalam and Marathi",Chennai,yes,Large Corporations,17.5
Hrishita Toor,8,"Immigration Law, Civil Law, and Environmental Law",2,Specialized Court,390.8610728,103.2788448,"Kannada, Malayalam and Bengali",Kolkata,yes,Large Corporations,13.5
Shanaya Dasgupta,2,"Banking and Finance Law, Tax Law, and Media and Entertainment Law",2,Specialized Court,379.2673727,103.1852123,"Bengali, Tamil and Telugu",Delhi,no,Large Corporations,11.5
Anvi Chander,20,"Civil Law, Labor Law, and Criminal Law",4,District Court,369.1313167,75.80263806,"Telugu, Punjabi and Telugu",Hyderabad,no,Large Corporations,18.5
Rati Bhasin,1,"Family Law, Tax Law, and Medical Law",2,High Court,140.1529195,87.26759124,"Assamese, Odia and Tamil",Delhi,yes,Large Corporations,9
Eshani Tata,5,"Banking and Finance Law, Labor Law, and Corporate Law",3,Supreme Court,144.9530113,94.21817524,"Telugu, Telugu and Hindi",Bangalore,no,Small Businesses,18
Vritika Kar,9,"Environmental Law, Tax Law, and Consumer Protection Law",2.967963387,District Court,359.7318493,90.24561363,"Hindi, Tamil and Odia",Bangalore,yes,Individuals,10.5
Aniruddh Sule,17,"Immigration Law, Environmental Law, and Labor Law",4,Specialized Court,148.8752375,98.77531998,"Tamil, Assamese and Kannada",Kolkata,no,Small Businesses,21.5
Nehmat Ramaswamy,9,"Intellectual Property Law, Human Rights Law, and Immigration Law",2,Supreme Court,247.4022636,94.21788027,"Tamil, Tamil and Kannada",Kolkata,yes,Large Corporations,16
Shamik Sama,11,"Intellectual Property Law, Corporate Law, and Consumer Protection Law",5,High Court,401.9008215,117.4884186,"Punjabi, Bengali and Telugu",Hyderabad,no,Small Businesses,19
Yuvraj  Venkatesh,15,"Medical Law, Environmental Law, and Tax Law",5,Supreme Court,402.7786331,67.04581296,"Tamil, Malayalam and Bengali",Chennai,yes,Individuals,26
Eshani Deshmukh,24,"Immigration Law, Human Rights Law, and Medical Law",4,Specialized Court,253.9677976,88.16346015,"Odia, Marathi and Hindi",Mumbai,no,Large Corporations,23.5
Amani Hans,6,"Tax Law, Immigration Law, and Family Law",2,District Court,406.4854722,76.37246233,"Urdu, Malayalam and Assamese",Chennai,yes,Small Businesses,8.5
Anya Viswanathan,23,"Civil Law, Constitutional Law, and Civil Law",5,District Court,427.3798083,99.06161183,"Urdu, Malayalam and Urdu",Hyderabad,yes,Small Businesses,20.5
Vidur Vora,3,"Tax Law, Constitutional Law, and Medical Law",2,Specialized Court,344.6490881,65.74242165,"Telugu, Bengali and Punjabi",Delhi,no,Individuals,11.5
Advik Varghese,17,"Constitutional Law, Real Estate Law, and Family Law",2,District Court,152.7916335,95.19469065,"Tamil, Tamil and Hindi",Bangalore,yes,Large Corporations,12.5
Tanya Bera,5,"Civil Law, Medical Law, and Real Estate Law",3.004576659,Specialized Court,173.3053012,89.33090202,"Punjabi, Punjabi and Malayalam",Chennai,no,Large Corporations,17.5
Pranay Dhar,28,"Immigration Law, Medical Law, and Consumer Protection Law",4,District Court,191.6785199,78.98757201,"Gujarati, Assamese and Tamil",Bangalore,no,Individuals,20.5
Samiha Gokhale,12,"Criminal Law, Consumer Protection Law, and Civil Law",1,District Court,102.5618485,68.30252695,"Telugu, Bengali and Odia",Bangalore,no,Individuals,8.5
Aarush Sibal,18,"Human Rights Law, Environmental Law, and Real Estate Law",5,District Court,172.9218292,83.02386081,"Bengali, Punjabi and Malayalam",Chennai,yes,Individuals,18.5
Mamooty Vaidya,14,"Immigration Law, Environmental Law, and Civil Law",5,High Court,144.2836509,106.267508,"Tamil, Odia and Odia",Chennai,yes,Individuals,19
Devansh Bhagat,21,"Tax Law, Criminal Law, and Media and Entertainment Law",5,High Court,254.8979374,89.62216975,"Telugu, Punjabi and Assamese",Kolkata,yes,Large Corporations,23
Aaryahi Warrior,24,"Family Law, Criminal Law, and Civil Law",3,Specialized Court,458.7968965,99.41520627,"Tamil, Urdu and Marathi",Hyderabad,yes,Large Corporations,21.5
Prerak Gera,11,"Human Rights Law, Medical Law, and Media and Entertainment Law",2,High Court,97.01614254,114.9696273,"Odia, Kannada and Gujarati",Hyderabad,no,Small Businesses,13
Umang Kulkarni,9,"Immigration Law, Real Estate Law, and Criminal Law",4,Specialized Court,374.1205658,93.95633377,"Malayalam, Odia and Malayalam",Mumbai,yes,Small Businesses,17.5
Shamik Seth,2,"Immigration Law, Intellectual Property Law, and Intellectual Property Law",5,Supreme Court,359.277352,81.61800642,"Punjabi, Kannada and Gujarati",Kolkata,yes,Small Businesses,20
Krish Lata,12,"Family Law, Constitutional Law, and Labor Law",2.858744395,Supreme Court,93.0893894,89.76723953,"Hindi, Tamil and Marathi",Mumbai,no,Large Corporations,20
Vihaan Agrawal,3,"Immigration Law, Intellectual Property Law, and Family Law",5,High Court,465.1575822,81.83555781,"Marathi, Tamil and Tamil",Chennai,no,Large Corporations,15
Azad Lal,3,"Human Rights Law, Consumer Protection Law, and Banking and Finance Law",2,Supreme Court,305.812491,82.43365975,"Punjabi, Urdu and Malayalam",Hyderabad,yes,Large Corporations,14
Vidur Ramanathan,1,"Media and Entertainment Law, Labor Law, and Corporate Law",2,Supreme Court,213.6764845,67.20160801,"Tamil, Hindi and Odia",Hyderabad,no,Small Businesses,14
Bhamini Khalsa,8,"Real Estate Law, Medical Law, and Tax Law",4,District Court,390.4423626,103.8938624,"Bengali, Malayalam and Gujarati",Mumbai,no,Individuals,12.5
Arhaan Hora,22,"Criminal Law, Medical Law, and Immigration Law",3,District Court,165.8144563,84.20996137,"Assamese, Kannada and Gujarati",Delhi,no,Individuals,16.5
Aradhya Lad,28,"Corporate Law, Labor Law, and Labor Law",4,Specialized Court,362.0794267,92.73147369,"Bengali, Bengali and Punjabi",Kolkata,yes,Individuals,25.5
Yuvaan Babu,29,"Criminal Law, Banking and Finance Law, and Real Estate Law",5,Supreme Court,67.87004341,74.46057107,"Hindi, Urdu and Gujarati",Kolkata,yes,Individuals,30
Anika Lal,8,"Consumer Protection Law, Family Law, and Criminal Law",1,Specialized Court,427.7336169,96.53921445,"Kannada, Odia and Odia",Kolkata,yes,Individuals,11.5
Prerak Dar,11,"Environmental Law, Tax Law, and Real Estate Law",4,Specialized Court,251.6768812,78.57088143,"Bengali, Telugu and Tamil",Hyderabad,no,Large Corporations,19.5
Azad Bose,9,"Medical Law, Criminal Law, and Intellectual Property Law",2.858744395,Supreme Court,336.5118115,89.76723953,"Telugu, Bengali and Urdu",Bangalore,no,Small Businesses,18
Vedika Balan,5,"Immigration Law, Family Law, and Immigration Law",4,High Court,149.5570189,103.1673905,"Assamese, Punjabi and Telugu",Hyderabad,yes,Individuals,15
Yakshit Bajaj,14,"Real Estate Law, Immigration Law, and Banking and Finance Law",2,Supreme Court,354.6831707,101.8613897,"Bengali, Tamil and Hindi",Bangalore,yes,Individuals,18
Ela Kanda,28,"Media and Entertainment Law, Real Estate Law, and Human Rights Law",5,District Court,397.5081242,89.66954891,"Marathi, Malayalam and Malayalam",Hyderabad,no,Individuals,22.5
Ishaan Bhandari,3,"Civil Law, Real Estate Law, and Criminal Law",5,Supreme Court,262.9459341,63.47803451,"Hindi, Odia and Assamese",Chennai,yes,Large Corporations,20
Vihaan Gola,21,"Immigration Law, Labor Law, and Real Estate Law",5,High Court,327.9771158,134.8921586,"Telugu, Urdu and Bengali",Hyderabad,yes,Individuals,23
Shamik Halder,5,"Tax Law, Environmental Law, and Intellectual Property Law",5,Specialized Court,255.3466657,116.1878846,"Tamil, Kannada and Kannada",Chennai,yes,Small Businesses,19.5
Kashvi Sangha,5,"Banking and Finance Law, Constitutional Law, and Human Rights Law",5,Specialized Court,452.3411162,100.8401224,"Punjabi, Kannada and Hindi",Bangalore,yes,Large Corporations,19.5
Lavanya Sood,19,"Real Estate Law, Intellectual Property Law, and Medical Law",5,District Court,274.0411312,78.70194328,"Hindi, Gujarati and Punjabi",Kolkata,no,Large Corporations,18.5
Riya Doshi,27,"Family Law, Criminal Law, and Tax Law",1,District Court,428.8139191,88.29611757,"Marathi, Tamil and Gujarati",Bangalore,yes,Large Corporations,14.5
Suhana Bains,14,"Real Estate Law, Family Law, and Tax Law",2.967963387,District Court,410.6084262,90.24561363,"Urdu, Bengali and Tamil",Mumbai,yes,Individuals,12.5
Nirvi Bhatt,26,"Media and Entertainment Law, Intellectual Property Law, and Banking and Finance Law",5,Specialized Court,234.7271696,108.9578391,"Marathi, Punjabi and Urdu",Kolkata,no,Individuals,27.5
Faiyaz Chaudhry,4,"Consumer Protection Law, Environmental Law, and Real Estate Law",3,District Court,153.5380213,93.93754336,"Gujarati, Punjabi and Kannada",Hyderabad,no,Individuals,8.5
Ryan Dhar,25,"Family Law, Family Law, and Medical Law",5,Supreme Court,232.7369597,78.23754212,"Gujarati, Tamil and Marathi",Hyderabad,no,Individuals,30
Nakul Wason,13,"Constitutional Law, Medical Law, and Banking and Finance Law",4,Specialized Court,421.7978191,82.93867351,"Urdu, Assamese and Urdu",Hyderabad,no,Small Businesses,19.5
Himmat Kalla,10,"Corporate Law, Media and Entertainment Law, and Labor Law",5,High Court,152.4346411,106.8178221,"Odia, Gujarati and Malayalam",Hyderabad,no,Large Corporations,19
Pari Samra,25,"Labor Law, Human Rights Law, and Immigration Law",2,Specialized Court,285.9963556,114.0014677,"Bengali, Assamese and Telugu",Hyderabad,yes,Individuals,21.5
Lakshit Krishnan,18,"Human Rights Law, Tax Law, and Constitutional Law",1,Supreme Court,412.7435366,112.9249735,"Punjabi, Assamese and Gujarati",Bangalore,no,Small Businesses,18
Siya Bera,8,"Real Estate Law, Immigration Law, and Labor Law",4,Supreme Court,209.0648638,101.355481,"Kannada, Gujarati and Bengali",Chennai,no,Large Corporations,20
Nayantara Bhat,8,"Human Rights Law, Banking and Finance Law, and Tax Law",4,District Court,338.9943367,86.21062697,"Kannada, Malayalam and Assamese",Bangalore,no,Large Corporations,12.5
Uthkarsh Sharaf,7,"Intellectual Property Law, Immigration Law, and Immigration Law",3.004576659,Specialized Court,160.5342083,89.33090202,"Malayalam, Bengali and Kannada",Delhi,no,Large Corporations,17.5
Vihaan Atwal,8,"Tax Law, Intellectual Property Law, and Intellectual Property Law",5,Specialized Court,99.17575042,94.45740036,"Punjabi, Gujarati and Gujarati",Bangalore,yes,Individuals,19.5
Indrajit Kalita,14,"Immigration Law, Intellectual Property Law, and Criminal Law",1,Specialized Court,407.4729013,89.97256862,"Malayalam, Urdu and Assamese",Kolkata,yes,Large Corporations,13.5
Dhanuk D’Alia,19,"Tax Law, Banking and Finance Law, and Environmental Law",4,High Court,94.53588053,92.09973144,"Marathi, Gujarati and Assamese",Hyderabad,no,Individuals,19
Arhaan Halder,29,"Human Rights Law, Intellectual Property Law, and Media and Entertainment Law",1,District Court,172.1216278,90.80846021,"Urdu, Malayalam and Kannada",Bangalore,yes,Small Businesses,14.5
Eshani Keer,6,"Criminal Law, Banking and Finance Law, and Consumer Protection Law",4,Supreme Court,434.7992399,70.10606757,"Malayalam, Kannada and Bengali",Chennai,no,Large Corporations,20
Sahil Kar,1,"Labor Law, Family Law, and Medical Law",5,Supreme Court,205.9111792,98.36112835,"Urdu, Marathi and Telugu",Hyderabad,no,Small Businesses,20
Badal Zachariah,23,"Media and Entertainment Law, Banking and Finance Law, and Civil Law",4,District Court,487.8704073,99.48324471,"Tamil, Hindi and Assamese",Mumbai,yes,Individuals,18.5
Mohanlal Iyer,15,"Criminal Law, Tax Law, and Real Estate Law",4,Supreme Court,490.8804506,100.2350817,"Hindi, Kannada and Marathi",Delhi,yes,Individuals,24
Yuvaan Lalla,1,"Constitutional Law, Banking and Finance Law, and Environmental Law",3,Supreme Court,170.7242092,104.1986551,"Telugu, Kannada and Assamese",Kolkata,yes,Individuals,16
Rania Srivastava,25,"Labor Law, Human Rights Law, and Family Law",2.967963387,District Court,68.44020001,90.24561363,"Gujarati, Telugu and Odia",Chennai,no,Large Corporations,18.5
Shalv Edwin,17,"Labor Law, Medical Law, and Immigration Law",2,Supreme Court,367.2784779,83.84955883,"Kannada, Telugu and Assamese",Delhi,yes,Large Corporations,20
Aarna Dhar,1,"Criminal Law, Banking and Finance Law, and Consumer Protection Law",2,Specialized Court,252.9439262,88.93744728,"Bengali, Tamil and Assamese",Bangalore,yes,Small Businesses,11.5
Kismat Sule,15,"Family Law, Corporate Law, and Corporate Law",5,High Court,95.33877978,91.36687301,"Telugu, Telugu and Tamil",Delhi,yes,Individuals,21
Ivana Chaudry,23,"Consumer Protection Law, Banking and Finance Law, and Intellectual Property Law",2,District Court,368.3852685,91.61549174,"Marathi, Tamil and Urdu",Hyderabad,yes,Small Businesses,14.5
Zara Uppal,2,"Media and Entertainment Law, Intellectual Property Law, and Constitutional Law",5,High Court,64.0287091,104.9732648,"Malayalam, Kannada and Hindi",Hyderabad,yes,Individuals,15
Damini Sarkar,14,"Human Rights Law, Human Rights Law, and Civil Law",2,Supreme Court,441.5885107,99.6550313,"Tamil, Hindi and Marathi",Mumbai,no,Individuals,18
Shamik Ganesh,21,"Criminal Law, Constitutional Law, and Media and Entertainment Law",3,Supreme Court,112.3936381,121.1601516,"Telugu, Bengali and Marathi",Delhi,no,Small Businesses,24
Priyansh Din,8,"Tax Law, Consumer Protection Law, and Corporate Law",2,Specialized Court,107.2903454,123.0970347,"Tamil, Bengali and Punjabi",Delhi,yes,Individuals,13.5
Seher Sandal,8,"Family Law, Human Rights Law, and Constitutional Law",4,District Court,129.0525341,91.19474374,"Kannada, Assamese and Kannada",Hyderabad,no,Small Businesses,12.5
Vaibhav Som,19,"Tax Law, Environmental Law, and Family Law",2.858744395,Supreme Court,482.1198613,89.76723953,"Kannada, Marathi and Kannada",Bangalore,no,Large Corporations,22
Alia Desai,7,"Media and Entertainment Law, Consumer Protection Law, and Tax Law",1,District Court,361.9262121,108.552487,"Bengali, Odia and Punjabi",Bangalore,no,Small Businesses,6.5
Mahika Verma,19,"Consumer Protection Law, Criminal Law, and Labor Law",1,District Court,410.617191,81.89435492,"Urdu, Bengali and Urdu",Kolkata,yes,Small Businesses,10.5
Nirvi Baria,6,"Constitutional Law, Criminal Law, and Real Estate Law",5,District Court,228.9357436,77.97774117,"Marathi, Assamese and Kannada",Bangalore,no,Individuals,14.5
Jayan Aurora,6,"Immigration Law, Media and Entertainment Law, and Criminal Law",3,District Court,201.3407274,84.02332088,"Odia, Malayalam and Odia",Delhi,yes,Small Businesses,10.5
Charvi Basu,3,"Consumer Protection Law, Environmental Law, and Constitutional Law",2,District Court,155.5178031,83.3003543,"Punjabi, Assamese and Tamil",Mumbai,no,Large Corporations,6.5
Charvi Issac,7,"Environmental Law, Human Rights Law, and Civil Law",3,High Court,266.2916127,99.18404715,"Bengali, Odia and Hindi",Bangalore,yes,Large Corporations,13
Prerak Varty,19,"Civil Law, Family Law, and Environmental Law",1,Specialized Court,298.3229301,66.60846331,"Kannada, Gujarati and Hindi",Hyderabad,no,Large Corporations,15.5
Amira Chand,8,"Family Law, Environmental Law, and Human Rights Law",5,District Court,334.2986796,73.83418881,"Hindi, Punjabi and Bengali",Hyderabad,no,Large Corporations,14.5
Aaryahi Gour,10,"Constitutional Law, Medical Law, and Media and Entertainment Law",5,High Court,165.7033268,95.14737831,"Malayalam, Kannada and Bengali",Kolkata,yes,Small Businesses,19
Misha Bhavsar,20,"Environmental Law, Consumer Protection Law, and Immigration Law",2.858744395,Supreme Court,476.8943364,89.76723953,"Urdu, Hindi and Tamil",Kolkata,yes,Large Corporations,24
Anay Chawla,15,"Intellectual Property Law, Consumer Protection Law, and Tax Law",3,District Court,126.3913242,99.62312467,"Malayalam, Tamil and Gujarati",Delhi,no,Small Businesses,14.5
Umang Mand,15,"Constitutional Law, Intellectual Property Law, and Human Rights Law",2,Supreme Court,484.5439286,78.19445582,"Malayalam, Odia and Gujarati",Bangalore,yes,Small Businesses,20
Jivin Kothari,29,"Criminal Law, Labor Law, and Immigration Law",4,District Court,56.68525513,75.32601526,"Assamese, Assamese and Marathi",Bangalore,yes,Individuals,20.5
Jayant Contractor,1,"Medical Law, Media and Entertainment Law, and Civil Law",4,High Court,266.5065613,82.40047749,"Punjabi, Marathi and Marathi",Kolkata,yes,Small Businesses,13
Kiaan Das,20,"Criminal Law, Real Estate Law, and Immigration Law",2,High Court,200.0155272,93.59809128,"Hindi, Bengali and Malayalam",Bangalore,yes,Small Businesses,17
Saira Gala,7,"Consumer Protection Law, Corporate Law, and Constitutional Law",4,High Court,252.1055363,112.2821605,"Bengali, Urdu and Punjabi",Delhi,no,Individuals,15
Sumer Kanda,27,"Civil Law, Consumer Protection Law, and Environmental Law",1,Specialized Court,306.7990605,59.28844221,"Telugu, Bengali and Telugu",Mumbai,yes,Large Corporations,19.5
Nirvi Sani,4,"Constitutional Law, Media and Entertainment Law, and Human Rights Law",4,Supreme Court,246.0151211,86.68906865,"Odia, Telugu and Malayalam",Hyderabad,no,Large Corporations,18
Nirvaan Bhavsar,29,"Human Rights Law, Constitutional Law, and Intellectual Property Law",2,Specialized Court,236.6810826,70.00982338,"Tamil, Kannada and Bengali",Delhi,no,Small Businesses,21.5
Dhanuk Keer,6,"Corporate Law, Media and Entertainment Law, and Human Rights Law",2.967963387,District Court,379.7255369,90.24561363,"Punjabi, Telugu and Telugu",Bangalore,no,Individuals,10.5
Aarush Kumar,25,"Immigration Law, Environmental Law, and Immigration Law",5,Supreme Court,358.6443238,104.5043497,"Punjabi, Bengali and Kannada",Delhi,yes,Small Businesses,30
Piya Mahajan,1,"Media and Entertainment Law, Tax Law, and Labor Law",3,High Court,424.9720769,98.16936862,"Assamese, Urdu and Hindi",Hyderabad,yes,Small Businesses,11
Aaina Rege,29,"Consumer Protection Law, Banking and Finance Law, and Environmental Law",1,Supreme Court,162.4815416,96.74150274,"Bengali, Telugu and Marathi",Chennai,yes,Large Corporations,22
Hrishita Ratti,5,"Criminal Law, Labor Law, and Media and Entertainment Law",5,High Court,324.2878294,103.8153876,"Punjabi, Hindi and Gujarati",Hyderabad,no,Individuals,17
Hunar Kuruvilla,27,"Civil Law, Consumer Protection Law, and Family Law",5,Specialized Court,313.3376534,82.80421655,"Tamil, Assamese and Tamil",Hyderabad,no,Small Businesses,27.5
Tiya Doshi,23,"Immigration Law, Environmental Law, and Criminal Law",2,Specialized Court,216.3820149,83.51043725,"Tamil, Telugu and Bengali",Chennai,yes,Large Corporations,19.5
Ishaan Bora,1,"Constitutional Law, Immigration Law, and Constitutional Law",3,High Court,268.7258939,122.7859593,"Hindi, Urdu and Hindi",Bangalore,no,Small Businesses,11
